	fisher_odds_ratio	P.Value	frac_mut_MMRD	frac_mut_MMRP	num_mut_MMRD	num_mut_MMRP	num_WT_MMRD	num_WT_MMRP	adj.P.Val
B4GALNT1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
POTEE	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DOCK8	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MAPK8IP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DROSHA	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FCN1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HCFC1R1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TAF1L	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TRIM9	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MAST2	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
TAOK2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PLAGL2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
BTRC	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PFAS	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ENTPD2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TRPA1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
JAKMIP3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TNS1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FBRSL1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
KIF24	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HLA-A	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PSD	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ANGPTL3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TBC1D10B	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ASB13	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
GIMAP8	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AMOTL2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PROB1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
GRM2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CHGB	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
EPN2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PCMTD2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
EPN1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
VSIG10L	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LRRK1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
OAS2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
BEND3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HNRNPL	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
QTRT2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CFAP47	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
SIX5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SALL4	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AC005972.3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RNF34	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FIGN	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FANCC	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DOCK9	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TRIM42	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PRDM10	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CASKIN1	4.565217391304348	0.10771158000180729	3 / 46	2 / 140	3.0	2.0	46.0	140.0	0.26305134182689816
TGFBR2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TANC2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CTNNA2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
EVPL	6.0	0.16219956523071125	2 / 47	1 / 141	2.0	1.0	47.0	141.0	0.26305134182689816
RPS6KA3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ARL14EP	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
IGSF10	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
OTOG	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
C1orf112	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RHOBTB2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PIGR	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
FNDC7	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CHTF18	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CD300LG	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CHPF2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SPEF2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TNFRSF10B	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PNMA3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
GUCY2C	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
INTU	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SCN4B	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DYNC2H1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PTDSS1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CACTIN	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SOS1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DSEL	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RPN2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NYAP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SLC12A1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
VILL	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LIG3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AC090099.1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DTX4	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LARP1B	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ABCB9	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RIC1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LUZP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TAF11	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SEZ6	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TCF19	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MED23	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PLXNB2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
EGR2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SULF1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
COL8A2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PHLDB1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MPDZ	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CPZ	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SLC15A1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SF3A2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RTN4	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LVRN	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
UBR3	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
SLCO6A1	6.0	0.16219956523071125	2 / 47	1 / 141	2.0	1.0	47.0	141.0	0.26305134182689816
PIGB	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RARA	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RALGAPB	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TPST2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SLC26A7	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MYB	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
RPS12	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
SFXN3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ADAM9	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TENM3	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
DSP	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
FGFBP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FETUB	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
GSDMD	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
EIF5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ERMP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NSRP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NCOA5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MON1B	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PHLDB2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CCDC63	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MAMDC4	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PDX1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ORC5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HGS	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RAVER1	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
PHTF1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RGS9	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
COX20	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
EIF2B3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LINC01342	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TBXT	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SIGLEC1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MYO1H	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NGRN	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LTBP3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DENND4A	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RNF6	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DHFR	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ERICH6B	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HMCN1	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
CSNK1A1L	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ANKRD13D	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
SNAPC1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AL645922.1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
EFCAB5	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
OSBPL1A	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
MUC4	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
SPINK5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SAP130	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
EOMES	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
VPS51	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SNRNP27	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LUC7L	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
GCNT7	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HSF1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FAM149A	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
OR51E2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TBC1D10C	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TPD52L2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HDAC7	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TICRR	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
STRN3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CCDC43	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
B3GNT5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PGAP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PRSS29P	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TRAPPC10	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
KLHL1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ATF7IP	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NCKAP5L	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FER1L6	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TDRD15	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CCDC178	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
KRTAP10-1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PEX6	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
GPSM2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PIGZ	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FYB1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
UNC79	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AGAP3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NKAPL	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PCDHB4	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CNOT1	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
CASP12	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AAK1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MYRFL	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AHCTF1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ABCA4	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
BIRC6	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
GDF7	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SLC22A20P	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CDC42BPA	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SMARCC1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CFAP206	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ZMYND8	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
COL4A1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
APOB	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
GRM1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DGKA	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NOD2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
BTBD8	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MUC15	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PPP1R3A	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
NAA25	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
LIFR	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
RBMXL2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SRFBP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
POLM	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
C8orf82	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
F13A1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
WBP1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PPP1R36	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TAF4	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
AKAP13	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ATP6V0A1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MPP5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PC	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
KIAA0825	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CSF3R	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
CATSPERE	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TFE3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PHLDA1	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
GABRB3	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CACNA2D1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SQSTM1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
KIAA1211L	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SLC4A11	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
KIAA2026	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
FPGT-TNNI3K	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
POLR3E	inf	0.06481124276660392	2 / 47	0 / 142	2.0	0.0	47.0	142.0	0.16304225663956803
CKAP5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FAM83F	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
BCL9	2.25	0.3754072791917239	3 / 46	4 / 138	3.0	4.0	46.0	138.0	0.3846436225066529
UBR1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
KCTD3	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
DNAH6	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
HHIP	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FZR1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
PRC1	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ACBD5	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
SNAPC2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
ANKRD34B	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
CACNA1A	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
FYB2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
DVL2	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
TSPOAP1	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
